種番号,和名,学名,属,属（日本語）,科,科（日本語）,目,目（日本語）,亜種
381-1,アカショウビン,Halcyon coromanda major,HALCYON,アカショウビン属,ALCEDINIDAE,カワセミ科,CORACIIFORMES,ブッポウソウ目,亜種
381-2,リュウキュウアカショウビン,Halcyon coromanda bangsi,HALCYON,アカショウビン属,ALCEDINIDAE,カワセミ科,CORACIIFORMES,ブッポウソウ目,亜種
382,ヤマショウビン,Halcyon pileata,HALCYON,アカショウビン属,ALCEDINIDAE,カワセミ科,CORACIIFORMES,ブッポウソウ目,種
383,ナンヨウショウビン,Todiramphus chloris,TODIRAMPHUS,ナンヨウショウビン属,ALCEDINIDAE,カワセミ科,CORACIIFORMES,ブッポウソウ目,種
383-1,ナンヨウショウビン,Todiramphus chloris collaris,TODIRAMPHUS,ナンヨウショウビン属,ALCEDINIDAE,カワセミ科,CORACIIFORMES,ブッポウソウ目,亜種
384,ミヤコショウビン,Todiramphus miyakoensis,TODIRAMPHUS,ナンヨウショウビン属,ALCEDINIDAE,カワセミ科,CORACIIFORMES,ブッポウソウ目,種
385,カワセミ,Alcedo atthis,ALCEDO,カワセミ属,ALCEDINIDAE,カワセミ科,CORACIIFORMES,ブッポウソウ目,種
385-1,カワセミ,Alcedo atthis bengalensis,ALCEDO,カワセミ属,ALCEDINIDAE,カワセミ科,CORACIIFORMES,ブッポウソウ目,亜種
386,ミツユビカワセミ,Ceyx erithaca,CEYX,ミツユビカワセミ属,ALCEDINIDAE,カワセミ科,CORACIIFORMES,ブッポウソウ目,種
386-1,ミツユビカワセミ,Ceyx erithaca erithaca,CEYX,ミツユビカワセミ属,ALCEDINIDAE,カワセミ科,CORACIIFORMES,ブッポウソウ目,亜種
387,ヤマセミ,Megaceryle lugubris,MEGACERYLE,ヤマセミ属,ALCEDINIDAE,カワセミ科,CORACIIFORMES,ブッポウソウ目,種
387-1,エゾヤマセミ,Megaceryle lugubris pallida,MEGACERYLE,ヤマセミ属,ALCEDINIDAE,カワセミ科,CORACIIFORMES,ブッポウソウ目,亜種
387-2,ヤマセミ,Megaceryle lugubris lugubris,MEGACERYLE,ヤマセミ属,ALCEDINIDAE,カワセミ科,CORACIIFORMES,ブッポウソウ目,亜種
388,ルリオハチクイ,Merops philippinus,MEROPS,ハチクイ属,MEROPIDAE,ハチクイ科,CORACIIFORMES,ブッポウソウ目,種
389,ハチクイ,Merops ornatus,MEROPS,ハチクイ属,MEROPIDAE,ハチクイ科,CORACIIFORMES,ブッポウソウ目,種
390,アリスイ,Jynx torquilla,JYNX,アリスイ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,種
390-1,シベリアアリスイ,Jynx torquilla chinensis,JYNX,アリスイ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,亜種
390-2,アリスイ,Jynx torquilla japonica,JYNX,アリスイ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,亜種
391,コゲラ,Yungipicus kizuki,YUNGIPICUS,コゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,種
391-1,エゾコゲラ,Yungipicus kizuki seebohmi,YUNGIPICUS,コゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,亜種
391-2,コゲラ,Yungipicus kizuki nippon,YUNGIPICUS,コゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,亜種
391-3,ミヤケコゲラ,Yungipicus kizuki matsudairai,YUNGIPICUS,コゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,亜種
391-4,シコクコゲラ,Yungipicus kizuki shikokuensis,YUNGIPICUS,コゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,亜種
391-5,ツシマコゲラ,Yungipicus kizuki kotataki,YUNGIPICUS,コゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,亜種
391-6,キュウシュウコゲラ,Yungipicus kizuki kizuki,YUNGIPICUS,コゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,亜種
391-7,アマミコゲラ,Yungipicus kizuki amamii,YUNGIPICUS,コゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,亜種
391-8,リュウキュウコゲラ,Yungipicus kizuki nigrescens,YUNGIPICUS,コゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,亜種
391-9,オリイコゲラ,Yungipicus kizuki orii,YUNGIPICUS,コゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,亜種
392,ミユビゲラ,Picoides tridactylus,PICOIDES,ミユビゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,種
392-1,ミユビゲラ,Picoides tridactylus inouyei,PICOIDES,ミユビゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,亜種
393,コアカゲラ,Dryobates minor,DRYOBATES,コアカゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,種
393-1,コアカゲラ,Dryobates minor amurensis,DRYOBATES,コアカゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,亜種
394,チャバラアカゲラ,Dendrocopos hyperythrus,DENDROCOPOS,アカゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,種
394-1,チャバラアカゲラ,Dendrocopos hyperythrus subrufinus,DENDROCOPOS,アカゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,亜種
395,アカゲラ,Dendrocopos major,DENDROCOPOS,アカゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,種
395-1,ハシブトアカゲラ,Dendrocopos major brevirostris,DENDROCOPOS,アカゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,亜種
395-2,エゾアカゲラ,Dendrocopos major japonicus,DENDROCOPOS,アカゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,亜種
395-3,アカゲラ,Dendrocopos major hondoensis,DENDROCOPOS,アカゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,亜種
396,ノグチゲラ,Dendrocopos noguchii,DENDROCOPOS,アカゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,種
397,オオアカゲラ,Dendrocopos leucotos,DENDROCOPOS,アカゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,種
397-1,エゾオオアカゲラ,Dendrocopos leucotos subcirris,DENDROCOPOS,アカゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,亜種
397-2,オオアカゲラ,Dendrocopos leucotos stejnegeri,DENDROCOPOS,アカゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,亜種
397-3,ナミエオオアカゲラ,Dendrocopos leucotos namiyei,DENDROCOPOS,アカゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,亜種
397-4,オーストンオオアカゲラ,Dendrocopos leucotos owstoni,DENDROCOPOS,アカゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,亜種
398,キタタキ,Dryocopus javensis,DRYOCOPUS,クマゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,種
398-1,キタタキ,Dryocopus javensis richardsi,DRYOCOPUS,クマゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,亜種
399,クマゲラ,Dryocopus martius,DRYOCOPUS,クマゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,種
399-1,クマゲラ,Dryocopus martius martius,DRYOCOPUS,クマゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,亜種
400,アオゲラ,Picus awokera,PICUS,アオゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,種
400-1,アオゲラ,Picus awokera awokera,PICUS,アオゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,亜種
400-2,カゴシマアオゲラ,Picus awokera horii,PICUS,アオゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,亜種
400-3,タネアオゲラ,Picus awokera takatsukasae,PICUS,アオゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,亜種
401,ヤマゲラ,Picus canus,PICUS,アオゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,種
401-1,ヤマゲラ,Picus canus jessoensis,PICUS,アオゲラ属,PICIDAE,キツツキ科,PICIFORMES,キツツキ目,亜種
402,ヒメチョウゲンボウ,Falco naumanni,FALCO,ハヤブサ属,FALCONIDAE,ハヤブサ科,FALCONIFORMES,ハヤブサ目,種
403,チョウゲンボウ,Falco tinnunculus,FALCO,ハヤブサ属,FALCONIDAE,ハヤブサ科,FALCONIFORMES,ハヤブサ目,種
403-1,チョウゲンボウ,Falco tinnunculus interstinctus,FALCO,ハヤブサ属,FALCONIDAE,ハヤブサ科,FALCONIFORMES,ハヤブサ目,亜種
403-2,チョウセンチョウゲンボウ,Falco tinnunculus tinnunculus,FALCO,ハヤブサ属,FALCONIDAE,ハヤブサ科,FALCONIFORMES,ハヤブサ目,亜種
404,アカアシチョウゲンボウ,Falco amurensis,FALCO,ハヤブサ属,FALCONIDAE,ハヤブサ科,FALCONIFORMES,ハヤブサ目,種
405,コチョウゲンボウ,Falco columbarius,FALCO,ハヤブサ属,FALCONIDAE,ハヤブサ科,FALCONIFORMES,ハヤブサ目,種
405-1,コチョウゲンボウ,Falco columbarius insignis,FALCO,ハヤブサ属,FALCONIDAE,ハヤブサ科,FALCONIFORMES,ハヤブサ目,亜種
405-2,ヒガシコチョウゲンボウ,Falco columbarius pacificus,FALCO,ハヤブサ属,FALCONIDAE,ハヤブサ科,FALCONIFORMES,ハヤブサ目,亜種
406,チゴハヤブサ,Falco subbuteo,FALCO,ハヤブサ属,FALCONIDAE,ハヤブサ科,FALCONIFORMES,ハヤブサ目,種
406-1,チゴハヤブサ,Falco subbuteo subbuteo,FALCO,ハヤブサ属,FALCONIDAE,ハヤブサ科,FALCONIFORMES,ハヤブサ目,亜種
407,シロハヤブサ,Falco rusticolus,FALCO,ハヤブサ属,FALCONIDAE,ハヤブサ科,FALCONIFORMES,ハヤブサ目,種
408,ハヤブサ,Falco peregrinus,FALCO,ハヤブサ属,FALCONIDAE,ハヤブサ科,FALCONIFORMES,ハヤブサ目,種
408-1,ハヤブサ,Falco peregrinus japonensis,FALCO,ハヤブサ属,FALCONIDAE,ハヤブサ科,FALCONIFORMES,ハヤブサ目,亜種
408-2,オオハヤブサ,Falco peregrinus pealei,FALCO,ハヤブサ属,FALCONIDAE,ハヤブサ科,FALCONIFORMES,ハヤブサ目,亜種
408-3,シマハヤブサ,Falco peregrinus furuitii,FALCO,ハヤブサ属,FALCONIDAE,ハヤブサ科,FALCONIFORMES,ハヤブサ目,亜種
408-4,アメリカハヤブサ,Falco peregrinus anatum,FALCO,ハヤブサ属,FALCONIDAE,ハヤブサ科,FALCONIFORMES,ハヤブサ目,亜種
409,ズグロヤイロチョウ,Pitta sordida,PITTA,ヤイロチョウ属,PITTIDAE,ヤイロチョウ科,PASSERIFORMES,スズメ目,種
409-1,ズグロヤイロチョウ,Pitta sordida cucullata,PITTA,ヤイロチョウ属,PITTIDAE,ヤイロチョウ科,PASSERIFORMES,スズメ目,亜種
410,ヤイロチョウ,Pitta nympha,PITTA,ヤイロチョウ属,PITTIDAE,ヤイロチョウ科,PASSERIFORMES,スズメ目,種
411,モリツバメ,Artamus leucorynchus,ARTAMUS,モリツバメ属,ARTAMIDAE,モリツバメ科,PASSERIFORMES,スズメ目,種
411-1,モリツバメ,Artamus leucorynchus leucorynchus,ARTAMUS,モリツバメ属,ARTAMIDAE,モリツバメ科,PASSERIFORMES,スズメ目,亜種
412,サンショウクイ,Pericrocotus divaricatus,PERICROCOTUS,サンショウクイ属,CAMPEPHAGIDAE,サンショウクイ科,PASSERIFORMES,スズメ目,種
413,リュウキュウサンショウクイ,Pericrocotus tegimae,PERICROCOTUS,サンショウクイ属,CAMPEPHAGIDAE,サンショウクイ科,PASSERIFORMES,スズメ目,種
414,アサクラサンショウクイ,Lalage melaschistos,LALAGE,アサクラサンショウクイ属,CAMPEPHAGIDAE,サンショウクイ科,PASSERIFORMES,スズメ目,種
414-1,アサクラサンショウクイ,Lalage melaschistos intermedia,LALAGE,アサクラサンショウクイ属,CAMPEPHAGIDAE,サンショウクイ科,PASSERIFORMES,スズメ目,亜種
415,コウライウグイス,Oriolus chinensis,ORIOLUS,コウライウグイス属,ORIOLIDAE,コウライウグイス科,PASSERIFORMES,スズメ目,種
415-1,コウライウグイス,Oriolus chinensis diffusus,ORIOLUS,コウライウグイス属,ORIOLIDAE,コウライウグイス科,PASSERIFORMES,スズメ目,亜種
416,カンムリオウチュウ,Dicrurus hottentottus,DICRURUS,オウチュウ属,DICRURIDAE,オウチュウ科,PASSERIFORMES,スズメ目,種
416-1,カンムリオウチュウ,Dicrurus hottentottus brevirostris,DICRURUS,オウチュウ属,DICRURIDAE,オウチュウ科,PASSERIFORMES,スズメ目,亜種
417,ハイイロオウチュウ,Dicrurus leucophaeus,DICRURUS,オウチュウ属,DICRURIDAE,オウチュウ科,PASSERIFORMES,スズメ目,種
417-1,ハイイロオウチュウ,Dicrurus leucophaeus leucogenis,DICRURUS,オウチュウ属,DICRURIDAE,オウチュウ科,PASSERIFORMES,スズメ目,亜種
418,オウチュウ,Dicrurus macrocercus,DICRURUS,オウチュウ属,DICRURIDAE,オウチュウ科,PASSERIFORMES,スズメ目,種
419,クロエリヒタキ,Hypothymis azurea,HYPOTHYMIS,クロエリヒタキ属,MONARCHIDAE,カササギヒタキ科,PASSERIFORMES,スズメ目,種
420,サンコウチョウ,Terpsiphone atrocaudata,TERPSIPHONE,サンコウチョウ属,MONARCHIDAE,カササギヒタキ科,PASSERIFORMES,スズメ目,種
420-1,サンコウチョウ,Terpsiphone atrocaudata atrocaudata,TERPSIPHONE,サンコウチョウ属,MONARCHIDAE,カササギヒタキ科,PASSERIFORMES,スズメ目,亜種
420-2,リュウキュウサンコウチョウ,Terpsiphone atrocaudata illex,TERPSIPHONE,サンコウチョウ属,MONARCHIDAE,カササギヒタキ科,PASSERIFORMES,スズメ目,亜種
421,オオカラモズ,Lanius sphenocercus,LANIUS,モズ属,LANIIDAE,モズ科,PASSERIFORMES,スズメ目,種
422,オオモズ,Lanius borealis,LANIUS,モズ属,LANIIDAE,モズ科,PASSERIFORMES,スズメ目,種
422-1,シベリアオオモズ,Lanius borealis mollis,LANIUS,モズ属,LANIIDAE,モズ科,PASSERIFORMES,スズメ目,亜種
422-2,オオモズ,Lanius borealis bianchii,LANIUS,モズ属,LANIIDAE,モズ科,PASSERIFORMES,スズメ目,亜種
423,チゴモズ,Lanius tigrinus,LANIUS,モズ属,LANIIDAE,モズ科,PASSERIFORMES,スズメ目,種
424,セアカモズ,Lanius collurio,LANIUS,モズ属,LANIIDAE,モズ科,PASSERIFORMES,スズメ目,種
425,アカモズ,Lanius cristatus,LANIUS,モズ属,LANIIDAE,モズ科,PASSERIFORMES,スズメ目,種
425-1,シマアカモズ,Lanius cristatus lucionensis,LANIUS,モズ属,LANIIDAE,モズ科,PASSERIFORMES,スズメ目,亜種
425-2,アカモズ,Lanius cristatus superciliosus,LANIUS,モズ属,LANIIDAE,モズ科,PASSERIFORMES,スズメ目,亜種
426,モズ,Lanius bucephalus,LANIUS,モズ属,LANIIDAE,モズ科,PASSERIFORMES,スズメ目,種
426-1,モズ,Lanius bucephalus bucephalus,LANIUS,モズ属,LANIIDAE,モズ科,PASSERIFORMES,スズメ目,亜種
427,タカサゴモズ,Lanius schach,LANIUS,モズ属,LANIIDAE,モズ科,PASSERIFORMES,スズメ目,種
427-1,タカサゴモズ,Lanius schach schach,LANIUS,モズ属,LANIIDAE,モズ科,PASSERIFORMES,スズメ目,亜種
428,カケス,Garrulus glandarius,GARRULUS,カケス属,CORVIDAE,カラス科,PASSERIFORMES,スズメ目,種
428-1,ミヤマカケス,Garrulus glandarius brandtii,GARRULUS,カケス属,CORVIDAE,カラス科,PASSERIFORMES,スズメ目,亜種
428-2,カケス,Garrulus glandarius japonicus,GARRULUS,カケス属,CORVIDAE,カラス科,PASSERIFORMES,スズメ目,亜種
428-3,サドカケス,Garrulus glandarius tokugawae,GARRULUS,カケス属,CORVIDAE,カラス科,PASSERIFORMES,スズメ目,亜種
428-4,ヤクシマカケス,Garrulus glandarius orii,GARRULUS,カケス属,CORVIDAE,カラス科,PASSERIFORMES,スズメ目,亜種
429,ルリカケス,Garrulus lidthi,GARRULUS,カケス属,CORVIDAE,カラス科,PASSERIFORMES,スズメ目,種
430,オナガ,Cyanopica cyanus,CYANOPICA,オナガ属,CORVIDAE,カラス科,PASSERIFORMES,スズメ目,種
430-1,オナガ,Cyanopica cyanus japonica,CYANOPICA,オナガ属,CORVIDAE,カラス科,PASSERIFORMES,スズメ目,亜種
431,カササギ,Pica serica,PICA,カササギ属,CORVIDAE,カラス科,PASSERIFORMES,スズメ目,種
432,ホシガラス,Nucifraga caryocatactes,NUCIFRAGA,ホシガラス属,CORVIDAE,カラス科,PASSERIFORMES,スズメ目,種
432-1,ハシナガホシガラス,Nucifraga caryocatactes macrorhynchos,NUCIFRAGA,ホシガラス属,CORVIDAE,カラス科,PASSERIFORMES,スズメ目,亜種
432-2,ホシガラス,Nucifraga caryocatactes japonica,NUCIFRAGA,ホシガラス属,CORVIDAE,カラス科,PASSERIFORMES,スズメ目,亜種
433,ニシコクマルガラス,Corvus monedula,CORVUS,カラス属,CORVIDAE,カラス科,PASSERIFORMES,スズメ目,種
434,コクマルガラス,Corvus dauuricus,CORVUS,カラス属,CORVIDAE,カラス科,PASSERIFORMES,スズメ目,種
435,ミヤマガラス,Corvus frugilegus,CORVUS,カラス属,CORVIDAE,カラス科,PASSERIFORMES,スズメ目,種
435-1,ミヤマガラス,Corvus frugilegus pastinator,CORVUS,カラス属,CORVIDAE,カラス科,PASSERIFORMES,スズメ目,亜種
436,ハシボソガラス,Corvus corone,CORVUS,カラス属,CORVIDAE,カラス科,PASSERIFORMES,スズメ目,種
436-1,ハシボソガラス,Corvus corone orientalis,CORVUS,カラス属,CORVIDAE,カラス科,PASSERIFORMES,スズメ目,亜種
436-2,ズキンガラス,Corvus corone sharpii,CORVUS,カラス属,CORVIDAE,カラス科,PASSERIFORMES,スズメ目,亜種
437,ハシブトガラス,Corvus macrorhynchos,CORVUS,カラス属,CORVIDAE,カラス科,PASSERIFORMES,スズメ目,種
437-1,チョウセンハシブトガラス,Corvus macrorhynchos mandshuricus,CORVUS,カラス属,CORVIDAE,カラス科,PASSERIFORMES,スズメ目,亜種
437-2,ハシブトガラス,Corvus macrorhynchos japonensis,CORVUS,カラス属,CORVIDAE,カラス科,PASSERIFORMES,スズメ目,亜種
437-3,リュウキュウハシブトガラス,Corvus macrorhynchos connectens,CORVUS,カラス属,CORVIDAE,カラス科,PASSERIFORMES,スズメ目,亜種
437-4,オサハシブトガラス,Corvus macrorhynchos osai,CORVUS,カラス属,CORVIDAE,カラス科,PASSERIFORMES,スズメ目,亜種
438,ワタリガラス,Corvus corax,CORVUS,カラス属,CORVIDAE,カラス科,PASSERIFORMES,スズメ目,種
438-1,ワタリガラス,Corvus corax kamtschaticus,CORVUS,カラス属,CORVIDAE,カラス科,PASSERIFORMES,スズメ目,亜種
439,キレンジャク,Bombycilla garrulus,BOMBYCILLA,レンジャク属,BOMBYCILLIDAE,レンジャク科,PASSERIFORMES,スズメ目,種
439-1,キレンジャク,Bombycilla garrulus centralasiae,BOMBYCILLA,レンジャク属,BOMBYCILLIDAE,レンジャク科,PASSERIFORMES,スズメ目,亜種
440,ヒレンジャク,Bombycilla japonica,BOMBYCILLA,レンジャク属,BOMBYCILLIDAE,レンジャク科,PASSERIFORMES,スズメ目,種
441,ヒガラ,Periparus ater,PERIPARUS,ヒガラ属,PARIDAE,シジュウカラ科,PASSERIFORMES,スズメ目,種
441-1,ヒガラ,Periparus ater insularis,PERIPARUS,ヒガラ属,PARIDAE,シジュウカラ科,PASSERIFORMES,スズメ目,亜種
442,キバラガラ,Pardaliparus venustulus,PARDALIPARUS,キバラガラ属,PARIDAE,シジュウカラ科,PASSERIFORMES,スズメ目,種
443,ヤマガラ,Sittiparus varius,SITTIPARUS,ヤマガラ属,PARIDAE,シジュウカラ科,PASSERIFORMES,スズメ目,種
443-1,ヤマガラ,Sittiparus varius varius,SITTIPARUS,ヤマガラ属,PARIDAE,シジュウカラ科,PASSERIFORMES,スズメ目,亜種
443-2,ナミエヤマガラ,Sittiparus varius namiyei,SITTIPARUS,ヤマガラ属,PARIDAE,シジュウカラ科,PASSERIFORMES,スズメ目,亜種
443-3,オーストンヤマガラ,Sittiparus varius owstoni,SITTIPARUS,ヤマガラ属,PARIDAE,シジュウカラ科,PASSERIFORMES,スズメ目,亜種
443-4,ダイトウヤマガラ,Sittiparus varius orii,SITTIPARUS,ヤマガラ属,PARIDAE,シジュウカラ科,PASSERIFORMES,スズメ目,亜種
443-5,タネヤマガラ,Sittiparus varius sunsunpi,SITTIPARUS,ヤマガラ属,PARIDAE,シジュウカラ科,PASSERIFORMES,スズメ目,亜種
443-6,ヤクシマヤマガラ,Sittiparus varius yakushimensis,SITTIPARUS,ヤマガラ属,PARIDAE,シジュウカラ科,PASSERIFORMES,スズメ目,亜種
443-7,アマミヤマガラ,Sittiparus varius amamii,SITTIPARUS,ヤマガラ属,PARIDAE,シジュウカラ科,PASSERIFORMES,スズメ目,亜種
444,オリイヤマガラ,Sittiparus olivaceus,SITTIPARUS,ヤマガラ属,PARIDAE,シジュウカラ科,PASSERIFORMES,スズメ目,種
445,ハシブトガラ,Poecile palustris,POECILE,コガラ属,PARIDAE,シジュウカラ科,PASSERIFORMES,スズメ目,種
445-1,ハシブトガラ,Poecile palustris hensoni,POECILE,コガラ属,PARIDAE,シジュウカラ科,PASSERIFORMES,スズメ目,亜種
446,コガラ,Poecile montanus,POECILE,コガラ属,PARIDAE,シジュウカラ科,PASSERIFORMES,スズメ目,種
446-1,カラフトコガラ,Poecile montanus sachalinensis,POECILE,コガラ属,PARIDAE,シジュウカラ科,PASSERIFORMES,スズメ目,亜種
446-2,コガラ,Poecile montanus restrictus,POECILE,コガラ属,PARIDAE,シジュウカラ科,PASSERIFORMES,スズメ目,亜種
447,ルリガラ,Cyanistes cyanus,CYANISTES,ルリガラ属,PARIDAE,シジュウカラ科,PASSERIFORMES,スズメ目,種
447-1,ルリガラ,Cyanistes cyanus tianschanicus,CYANISTES,ルリガラ属,PARIDAE,シジュウカラ科,PASSERIFORMES,スズメ目,亜種
448,シジュウカラ,Parus cinereus,PARUS,シジュウカラ属,PARIDAE,シジュウカラ科,PASSERIFORMES,スズメ目,種
448-1,シジュウカラ,Parus cinereus minor,PARUS,シジュウカラ属,PARIDAE,シジュウカラ科,PASSERIFORMES,スズメ目,亜種
448-2,アマミシジュウカラ,Parus cinereus amamiensis,PARUS,シジュウカラ属,PARIDAE,シジュウカラ科,PASSERIFORMES,スズメ目,亜種
448-3,オキナワシジュウカラ,Parus cinereus okinawae,PARUS,シジュウカラ属,PARIDAE,シジュウカラ科,PASSERIFORMES,スズメ目,亜種
448-4,イシガキシジュウカラ,Parus cinereus nigriloris,PARUS,シジュウカラ属,PARIDAE,シジュウカラ科,PASSERIFORMES,スズメ目,亜種
449,ツリスガラ,Remiz consobrinus,REMIZ,ツリスガラ属,REMIZIDAE,ツリスガラ科,PASSERIFORMES,スズメ目,種
450,ヒゲガラ,Panurus biarmicus,PANURUS,ヒゲガラ属,PANURIDAE,ヒゲガラ科,PASSERIFORMES,スズメ目,種
450-1,ヒゲガラ,Panurus biarmicus russicus,PANURUS,ヒゲガラ属,PANURIDAE,ヒゲガラ科,PASSERIFORMES,スズメ目,亜種
451,ヒバリ,Alauda arvensis,ALAUDA,ヒバリ属,ALAUDIDAE,ヒバリ科,PASSERIFORMES,スズメ目,種
451-1,オオヒバリ,Alauda arvensis pekinensis,ALAUDA,ヒバリ属,ALAUDIDAE,ヒバリ科,PASSERIFORMES,スズメ目,亜種
451-2,カラフトチュウヒバリ,Alauda arvensis lonnbergi,ALAUDA,ヒバリ属,ALAUDIDAE,ヒバリ科,PASSERIFORMES,スズメ目,亜種
451-3,ヒバリ,Alauda arvensis japonica,ALAUDA,ヒバリ属,ALAUDIDAE,ヒバリ科,PASSERIFORMES,スズメ目,亜種
452,ハマヒバリ,Eremophila alpestris,EREMOPHILA,ハマヒバリ属,ALAUDIDAE,ヒバリ科,PASSERIFORMES,スズメ目,種
452-1,ハマヒバリ,Eremophila alpestris flava,EREMOPHILA,ハマヒバリ属,ALAUDIDAE,ヒバリ科,PASSERIFORMES,スズメ目,亜種
453,ヒメコウテンシ,Calandrella brachydactyla,CALANDRELLA,ヒメコウテンシ属,ALAUDIDAE,ヒバリ科,PASSERIFORMES,スズメ目,種
453-1,ヒメコウテンシ,Calandrella brachydactyla longipennis,CALANDRELLA,ヒメコウテンシ属,ALAUDIDAE,ヒバリ科,PASSERIFORMES,スズメ目,亜種
454,クビワコウテンシ,Melanocorypha bimaculata,MELANOCORYPHA,コウテンシ属,ALAUDIDAE,ヒバリ科,PASSERIFORMES,スズメ目,種
454-1,クビワコウテンシ,Melanocorypha bimaculata torquata,MELANOCORYPHA,コウテンシ属,ALAUDIDAE,ヒバリ科,PASSERIFORMES,スズメ目,亜種
455,コウテンシ,Melanocorypha mongolica,MELANOCORYPHA,コウテンシ属,ALAUDIDAE,ヒバリ科,PASSERIFORMES,スズメ目,種
456,コヒバリ,Alaudala cheleensis,ALAUDALA,コヒバリ属,ALAUDIDAE,ヒバリ科,PASSERIFORMES,スズメ目,種
456-1,コヒバリ,Alaudala cheleensis cheleensis,ALAUDALA,コヒバリ属,ALAUDIDAE,ヒバリ科,PASSERIFORMES,スズメ目,亜種
457,ヒヨドリ,Hypsipetes amaurotis,HYPSIPETES,ヒヨドリ属,PYCNONOTIDAE,ヒヨドリ科,PASSERIFORMES,スズメ目,種
457-1,ヒヨドリ,Hypsipetes amaurotis amaurotis,HYPSIPETES,ヒヨドリ属,PYCNONOTIDAE,ヒヨドリ科,PASSERIFORMES,スズメ目,亜種
457-2,オガサワラヒヨドリ,Hypsipetes amaurotis squamiceps,HYPSIPETES,ヒヨドリ属,PYCNONOTIDAE,ヒヨドリ科,PASSERIFORMES,スズメ目,亜種
457-3,ハシブトヒヨドリ,Hypsipetes amaurotis magnirostris,HYPSIPETES,ヒヨドリ属,PYCNONOTIDAE,ヒヨドリ科,PASSERIFORMES,スズメ目,亜種
457-4,ダイトウヒヨドリ,Hypsipetes amaurotis borodinonis,HYPSIPETES,ヒヨドリ属,PYCNONOTIDAE,ヒヨドリ科,PASSERIFORMES,スズメ目,亜種
457-5,アマミヒヨドリ,Hypsipetes amaurotis ogawae,HYPSIPETES,ヒヨドリ属,PYCNONOTIDAE,ヒヨドリ科,PASSERIFORMES,スズメ目,亜種
457-6,リュウキュウヒヨドリ,Hypsipetes amaurotis pryeri,HYPSIPETES,ヒヨドリ属,PYCNONOTIDAE,ヒヨドリ科,PASSERIFORMES,スズメ目,亜種
457-7,イシガキヒヨドリ,Hypsipetes amaurotis stejnegeri,HYPSIPETES,ヒヨドリ属,PYCNONOTIDAE,ヒヨドリ科,PASSERIFORMES,スズメ目,亜種
457-8,タイワンヒヨドリ,Hypsipetes amaurotis nagamichii,HYPSIPETES,ヒヨドリ属,PYCNONOTIDAE,ヒヨドリ科,PASSERIFORMES,スズメ目,亜種
458,シロガシラ,Pycnonotus sinensis,PYCNONOTUS,シロガシラ属,PYCNONOTIDAE,ヒヨドリ科,PASSERIFORMES,スズメ目,種
458-1,シロガシラ,Pycnonotus sinensis sinensis,PYCNONOTUS,シロガシラ属,PYCNONOTIDAE,ヒヨドリ科,PASSERIFORMES,スズメ目,亜種
